Region,Product_Type,Sales_Amount,Payment_Method,Transaction_Time
North,Electronics,607,Credit Card,3:00 PM
East,Clothing,273,PayPal,8:00 PM
East,Electronics,377,PayPal,6:00 PM
West,Toys,811,Bitcoin,7:00 PM
East,Furniture,637,PayPal,1:00 PM
West,Toys,123,PayPal,3:00 PM
East,Groceries,560,Cash,1:00 PM
South,Toys,191,Credit Card,7:00 PM
North,Toys,634,Cash,6:00 PM
South,Groceries,151,Cash,4:00 PM
North,Clothing,655,PayPal,3:00 PM
North,Toys,630,Debit Card,9:00 AM
North,Electronics,114,Credit Card,7:00 PM
South,Toys,242,Debit Card,9:00 AM
North,Electronics,111,PayPal,8:00 PM
South,Groceries,581,Bitcoin,1:00 PM
West,Toys,290,Cash,10:00 AM
East,Groceries,764,PayPal,5:00 PM
East,Groceries,459,PayPal,10:00 AM
North,Clothing,349,Debit Card,8:00 PM
South,Toys,244,Bitcoin,5:00 PM
East,Electronics,503,Cash,6:00 PM
South,Electronics,623,Bitcoin,10:00 AM
South,Toys,668,Bitcoin,12:00 PM
North,Clothing,686,Bitcoin,11:00 AM
East,Clothing,350,Credit Card,2:00 PM
North,Clothing,828,Bitcoin,12:00 PM
North,Electronics,505,PayPal,5:00 PM
East,Groceries,251,Credit Card,5:00 PM
East,Clothing,723,Credit Card,9:00 PM
West,Electronics,905,Bitcoin,6:00 PM
West,Electronics,351,PayPal,5:00 PM
South,Groceries,673,Cash,11:00 AM
East,Toys,386,Bitcoin,11:00 AM
West,Toys,81,Credit Card,12:00 PM
South,Clothing,147,Cash,5:00 PM
South,Clothing,808,Cash,2:00 PM
South,Groceries,822,Credit Card,5:00 PM
West,Clothing,240,Cash,4:00 PM
East,Groceries,590,PayPal,3:00 PM
North,Electronics,97,PayPal,9:00 PM
South,Clothing,299,Bitcoin,1:00 PM
West,Electronics,275,Bitcoin,9:00 PM
West,Furniture,321,Cash,5:00 PM
North,Groceries,714,Credit Card,12:00 PM
North,Furniture,534,PayPal,12:00 PM
West,Clothing,377,Debit Card,4:00 PM
East,Electronics,846,Bitcoin,12:00 PM
North,Clothing,229,PayPal,3:00 PM
West,Furniture,863,Cash,12:00 PM
North,Clothing,714,PayPal,7:00 PM
East,Toys,795,PayPal,9:00 AM
South,Furniture,72,Cash,6:00 PM
North,Clothing,979,Bitcoin,5:00 PM
East,Electronics,655,Bitcoin,12:00 PM
West,Clothing,419,Debit Card,11:00 AM
North,Electronics,294,Debit Card,11:00 AM
North,Toys,851,Bitcoin,5:00 PM
West,Clothing,209,Bitcoin,4:00 PM
South,Toys,422,Bitcoin,6:00 PM
West,Furniture,334,Bitcoin,3:00 PM
North,Electronics,570,PayPal,3:00 PM
West,Furniture,499,Debit Card,12:00 PM
East,Electronics,746,Cash,11:00 AM
West,Toys,856,Credit Card,8:00 PM
North,Groceries,696,Cash,12:00 PM
West,Clothing,671,Credit Card,2:00 PM
South,Toys,630,PayPal,8:00 PM
West,Electronics,185,Debit Card,9:00 PM
South,Electronics,145,Credit Card,12:00 PM
East,Electronics,168,Bitcoin,12:00 PM
South,Electronics,423,PayPal,10:00 AM
West,Clothing,323,Credit Card,3:00 PM
North,Furniture,919,Bitcoin,2:00 PM
South,Groceries,927,PayPal,10:00 AM
East,Clothing,899,Credit Card,1:00 PM
South,Electronics,226,Bitcoin,2:00 PM
South,Clothing,922,Debit Card,1:00 PM
South,Toys,798,PayPal,12:00 PM
East,Electronics,833,Credit Card,7:00 PM
West,Groceries,326,Bitcoin,7:00 PM
South,Electronics,187,Debit Card,5:00 PM
South,Groceries,923,Bitcoin,11:00 AM
North,Groceries,181,Debit Card,7:00 PM
East,Furniture,93,Credit Card,10:00 AM
South,Furniture,172,Bitcoin,5:00 PM
East,Clothing,185,Bitcoin,4:00 PM
South,Clothing,416,Cash,5:00 PM
West,Groceries,422,PayPal,6:00 PM
West,Electronics,175,Bitcoin,7:00 PM
South,Toys,488,Debit Card,11:00 AM
West,Toys,836,PayPal,9:00 AM
South,Electronics,625,Credit Card,7:00 PM
West,Electronics,857,PayPal,9:00 AM
North,Furniture,793,Cash,11:00 AM
North,Toys,100,Credit Card,12:00 PM
North,Groceries,186,Bitcoin,10:00 AM
East,Clothing,207,Credit Card,4:00 PM
East,Furniture,105,Credit Card,9:00 PM
North,Toys,642,Cash,8:00 PM
East,Electronics,793,Debit Card,11:00 AM
West,Toys,477,Credit Card,9:00 PM
South,Groceries,492,Debit Card,12:00 PM
South,Furniture,960,PayPal,2:00 PM
South,Electronics,375,Cash,6:00 PM
North,Groceries,689,Bitcoin,9:00 PM
East,Clothing,687,Credit Card,2:00 PM
West,Furniture,878,Debit Card,9:00 PM
West,Groceries,129,Credit Card,10:00 AM
North,Groceries,523,Cash,2:00 PM
West,Electronics,426,Bitcoin,12:00 PM
West,Clothing,918,PayPal,1:00 PM
West,Groceries,968,PayPal,3:00 PM
West,Furniture,382,Debit Card,3:00 PM
East,Groceries,224,PayPal,2:00 PM
West,Toys,706,Debit Card,6:00 PM
South,Furniture,490,Bitcoin,2:00 PM
North,Furniture,175,Credit Card,2:00 PM
East,Groceries,743,Cash,12:00 PM
West,Electronics,268,Bitcoin,11:00 AM
East,Furniture,997,Bitcoin,9:00 AM
West,Toys,327,PayPal,11:00 AM
South,Electronics,534,PayPal,11:00 AM
North,Electronics,644,Cash,5:00 PM
West,Electronics,984,Credit Card,11:00 AM
West,Furniture,190,Bitcoin,4:00 PM
West,Electronics,895,PayPal,4:00 PM
West,Groceries,656,Bitcoin,11:00 AM
North,Electronics,926,Credit Card,6:00 PM
North,Toys,755,Debit Card,6:00 PM
South,Clothing,159,Credit Card,8:00 PM
North,Toys,101,Bitcoin,9:00 PM
West,Furniture,664,Bitcoin,2:00 PM
South,Electronics,662,Cash,8:00 PM
South,Electronics,703,Bitcoin,4:00 PM
South,Groceries,762,PayPal,4:00 PM
West,Electronics,368,Cash,6:00 PM
East,Toys,248,Bitcoin,6:00 PM
West,Furniture,845,Credit Card,5:00 PM
North,Clothing,778,Bitcoin,5:00 PM
North,Electronics,95,Credit Card,4:00 PM
West,Clothing,554,Credit Card,3:00 PM
West,Electronics,589,Bitcoin,6:00 PM
South,Furniture,563,Credit Card,11:00 AM
West,Toys,944,Debit Card,3:00 PM
South,Furniture,66,Cash,12:00 PM
North,Clothing,364,Bitcoin,10:00 AM
South,Electronics,485,Debit Card,4:00 PM
West,Clothing,437,Credit Card,10:00 AM
North,Toys,126,Credit Card,9:00 AM
East,Furniture,948,Cash,8:00 PM
South,Clothing,420,Debit Card,8:00 PM
North,Clothing,214,Debit Card,1:00 PM
South,Toys,658,Bitcoin,6:00 PM
North,Electronics,666,Credit Card,9:00 PM
North,Clothing,73,PayPal,5:00 PM
South,Toys,761,Bitcoin,1:00 PM
East,Electronics,84,Bitcoin,7:00 PM
North,Electronics,563,Bitcoin,10:00 AM
North,Furniture,850,Cash,6:00 PM
North,Toys,893,Cash,12:00 PM
East,Electronics,903,Bitcoin,4:00 PM
East,Furniture,510,PayPal,3:00 PM
West,Groceries,187,Debit Card,1:00 PM
South,Toys,898,Debit Card,12:00 PM
East,Groceries,623,Credit Card,1:00 PM
South,Electronics,860,Debit Card,3:00 PM
West,Toys,758,Debit Card,1:00 PM
South,Furniture,938,PayPal,4:00 PM
East,Electronics,620,Debit Card,3:00 PM
South,Toys,314,PayPal,3:00 PM
East,Toys,382,Cash,5:00 PM
South,Groceries,237,PayPal,4:00 PM
East,Electronics,112,Cash,9:00 PM
East,Furniture,869,PayPal,8:00 PM
South,Furniture,328,Bitcoin,4:00 PM
West,Electronics,591,Cash,2:00 PM
North,Electronics,220,Cash,3:00 PM
West,Clothing,552,Debit Card,4:00 PM
South,Groceries,582,Cash,9:00 PM
West,Electronics,348,PayPal,1:00 PM
East,Electronics,250,Bitcoin,6:00 PM
North,Clothing,184,Bitcoin,10:00 AM
South,Clothing,321,Debit Card,3:00 PM
South,Toys,584,PayPal,6:00 PM
South,Furniture,491,PayPal,11:00 AM
North,Groceries,136,Credit Card,6:00 PM
East,Toys,80,Cash,7:00 PM
South,Electronics,170,Debit Card,4:00 PM
West,Clothing,118,Bitcoin,2:00 PM
South,Furniture,695,Credit Card,7:00 PM
South,Toys,932,PayPal,12:00 PM
South,Furniture,876,Cash,10:00 AM
South,Clothing,545,Bitcoin,9:00 PM
East,Toys,973,Credit Card,3:00 PM
West,Toys,195,PayPal,9:00 AM
East,Furniture,382,Bitcoin,3:00 PM
West,Clothing,530,Bitcoin,9:00 PM
South,Electronics,955,PayPal,6:00 PM
North,Toys,312,PayPal,9:00 PM
East,Electronics,342,Debit Card,6:00 PM
North,Clothing,478,Bitcoin,3:00 PM
East,Toys,135,PayPal,6:00 PM
South,Toys,65,Credit Card,9:00 PM
East,Electronics,777,Cash,11:00 AM
South,Groceries,677,Debit Card,12:00 PM
East,Electronics,167,PayPal,8:00 PM
South,Electronics,319,Cash,12:00 PM
South,Groceries,444,Debit Card,12:00 PM
West,Clothing,904,Bitcoin,5:00 PM
South,Clothing,211,Cash,2:00 PM
West,Toys,749,Debit Card,6:00 PM
South,Furniture,153,PayPal,5:00 PM
North,Furniture,702,PayPal,8:00 PM
South,Toys,216,Debit Card,12:00 PM
North,Furniture,349,Bitcoin,3:00 PM
North,Electronics,77,Debit Card,9:00 PM
South,Electronics,473,Credit Card,8:00 PM
North,Groceries,833,Debit Card,6:00 PM
West,Groceries,611,Debit Card,8:00 PM
East,Toys,932,PayPal,8:00 PM
South,Toys,205,Bitcoin,5:00 PM
North,Toys,373,Debit Card,6:00 PM
South,Electronics,397,Cash,11:00 AM
West,Furniture,170,PayPal,9:00 PM
South,Toys,701,PayPal,11:00 AM
South,Toys,577,Debit Card,2:00 PM
North,Electronics,870,Cash,4:00 PM
West,Electronics,999,Debit Card,9:00 AM
East,Electronics,610,Cash,12:00 PM
East,Furniture,213,PayPal,9:00 PM
North,Toys,111,Cash,4:00 PM
South,Clothing,389,Debit Card,2:00 PM
North,Clothing,715,Credit Card,10:00 AM
North,Toys,361,Credit Card,4:00 PM
North,Toys,425,Cash,9:00 PM
South,Toys,395,Debit Card,9:00 AM
West,Toys,199,Bitcoin,8:00 PM
North,Furniture,937,Credit Card,9:00 AM
South,Clothing,634,PayPal,3:00 PM
West,Groceries,630,Debit Card,6:00 PM
North,Clothing,226,Debit Card,11:00 AM
East,Clothing,403,Credit Card,8:00 PM
West,Electronics,563,Bitcoin,8:00 PM
North,Toys,358,PayPal,4:00 PM
West,Toys,168,Bitcoin,5:00 PM
West,Toys,568,PayPal,4:00 PM
West,Electronics,816,Credit Card,9:00 AM
West,Furniture,965,Debit Card,9:00 AM
West,Furniture,527,PayPal,2:00 PM
West,Groceries,463,Debit Card,8:00 PM
North,Furniture,636,Cash,9:00 AM
East,Furniture,400,Cash,4:00 PM
South,Toys,555,Credit Card,9:00 PM
West,Clothing,244,Credit Card,2:00 PM
South,Furniture,236,Credit Card,1:00 PM
North,Furniture,499,Cash,9:00 PM
West,Electronics,545,PayPal,2:00 PM
East,Groceries,564,Bitcoin,12:00 PM
South,Electronics,745,Credit Card,9:00 AM
West,Toys,896,Bitcoin,3:00 PM
North,Clothing,322,Bitcoin,6:00 PM
East,Groceries,929,Cash,5:00 PM
South,Electronics,101,PayPal,12:00 PM
South,Furniture,312,Cash,9:00 PM
West,Furniture,417,Credit Card,12:00 PM
East,Groceries,182,Cash,5:00 PM
East,Furniture,274,Cash,12:00 PM
East,Electronics,359,Cash,6:00 PM
East,Electronics,622,Credit Card,12:00 PM
North,Furniture,926,Credit Card,4:00 PM
East,Furniture,65,Cash,7:00 PM
South,Toys,790,Cash,12:00 PM
South,Clothing,244,Bitcoin,5:00 PM
North,Groceries,812,PayPal,7:00 PM
South,Electronics,492,Bitcoin,4:00 PM
South,Groceries,352,PayPal,1:00 PM
East,Toys,97,PayPal,5:00 PM
South,Electronics,796,Cash,4:00 PM
North,Toys,170,Bitcoin,6:00 PM
East,Toys,548,PayPal,12:00 PM
West,Furniture,881,PayPal,12:00 PM
East,Groceries,611,Credit Card,9:00 AM
North,Groceries,518,PayPal,12:00 PM
East,Furniture,90,Cash,8:00 PM
East,Groceries,505,Debit Card,9:00 PM
North,Furniture,583,Credit Card,4:00 PM
East,Electronics,420,Debit Card,8:00 PM
North,Toys,231,Cash,8:00 PM
North,Toys,566,Debit Card,1:00 PM
West,Groceries,706,PayPal,2:00 PM
South,Clothing,918,Debit Card,12:00 PM
South,Toys,639,Bitcoin,1:00 PM
East,Furniture,280,Cash,6:00 PM
East,Clothing,858,Bitcoin,4:00 PM
West,Clothing,397,Debit Card,8:00 PM
West,Toys,528,Bitcoin,5:00 PM
West,Toys,258,Credit Card,11:00 AM
North,Toys,724,Debit Card,6:00 PM
West,Furniture,729,Bitcoin,12:00 PM
West,Clothing,327,PayPal,9:00 AM
East,Groceries,798,Debit Card,7:00 PM
West,Furniture,737,Credit Card,1:00 PM
North,Electronics,102,PayPal,12:00 PM
North,Toys,910,Debit Card,2:00 PM
East,Clothing,59,PayPal,2:00 PM
West,Furniture,707,Debit Card,9:00 PM
West,Electronics,788,Debit Card,6:00 PM
North,Furniture,797,Cash,2:00 PM
West,Furniture,513,Bitcoin,11:00 AM
West,Groceries,803,Debit Card,3:00 PM
West,Groceries,866,Credit Card,11:00 AM
South,Furniture,632,Bitcoin,2:00 PM
East,Electronics,207,Cash,9:00 PM
South,Clothing,68,Bitcoin,9:00 PM
East,Clothing,104,Bitcoin,6:00 PM
North,Toys,776,Debit Card,9:00 AM
West,Toys,770,Credit Card,4:00 PM
East,Clothing,70,Debit Card,3:00 PM
South,Furniture,331,Credit Card,8:00 PM
West,Furniture,810,Credit Card,5:00 PM
North,Groceries,589,PayPal,11:00 AM
East,Groceries,984,Debit Card,8:00 PM
East,Toys,466,Cash,4:00 PM
East,Clothing,857,Bitcoin,10:00 AM
West,Furniture,772,PayPal,5:00 PM
South,Clothing,334,Cash,9:00 AM
South,Electronics,581,Debit Card,8:00 PM
East,Clothing,581,Credit Card,6:00 PM
North,Electronics,560,Debit Card,3:00 PM
North,Groceries,891,Debit Card,6:00 PM
South,Groceries,445,PayPal,9:00 AM
North,Toys,169,Cash,2:00 PM
South,Clothing,146,PayPal,9:00 AM
East,Clothing,169,Cash,9:00 PM
South,Electronics,586,PayPal,12:00 PM
South,Groceries,202,Bitcoin,3:00 PM
East,Electronics,294,Credit Card,10:00 AM
North,Groceries,821,Credit Card,11:00 AM
South,Electronics,565,Credit Card,12:00 PM
South,Groceries,442,Bitcoin,2:00 PM
East,Electronics,192,Bitcoin,9:00 PM
North,Groceries,553,Credit Card,8:00 PM
South,Electronics,843,Credit Card,5:00 PM
East,Clothing,896,Cash,12:00 PM
South,Toys,907,Cash,2:00 PM
West,Electronics,269,Debit Card,8:00 PM
East,Toys,888,PayPal,3:00 PM
North,Clothing,209,Cash,12:00 PM
North,Clothing,125,Cash,2:00 PM
North,Groceries,660,Cash,11:00 AM
North,Toys,741,Cash,1:00 PM
South,Furniture,688,Bitcoin,8:00 PM
South,Groceries,81,Debit Card,8:00 PM
North,Toys,826,Cash,7:00 PM
North,Electronics,383,PayPal,6:00 PM
North,Electronics,574,Cash,12:00 PM
South,Clothing,489,Bitcoin,3:00 PM
North,Furniture,941,Credit Card,2:00 PM
North,Electronics,989,Credit Card,3:00 PM
West,Toys,401,Debit Card,2:00 PM
West,Toys,388,Credit Card,8:00 PM
North,Electronics,975,Cash,10:00 AM
East,Toys,449,Bitcoin,3:00 PM
North,Toys,445,Debit Card,4:00 PM
West,Clothing,251,Cash,3:00 PM
East,Furniture,579,Credit Card,12:00 PM
East,Clothing,958,PayPal,12:00 PM
North,Furniture,142,Cash,8:00 PM
West,Toys,841,PayPal,1:00 PM
West,Furniture,407,PayPal,5:00 PM
East,Toys,445,Debit Card,1:00 PM
North,Toys,877,Bitcoin,10:00 AM
South,Clothing,109,Credit Card,1:00 PM
South,Clothing,526,Credit Card,9:00 PM
West,Groceries,775,Cash,11:00 AM
South,Electronics,661,Credit Card,6:00 PM
West,Groceries,50,Debit Card,4:00 PM
West,Groceries,604,Credit Card,6:00 PM
West,Furniture,360,Cash,6:00 PM
South,Toys,217,Credit Card,9:00 PM
West,Toys,241,Bitcoin,10:00 AM
East,Toys,83,PayPal,7:00 PM
North,Electronics,83,PayPal,12:00 PM
North,Furniture,737,PayPal,1:00 PM
West,Furniture,466,Bitcoin,8:00 PM
North,Toys,757,Debit Card,12:00 PM
South,Groceries,207,Cash,9:00 PM
South,Electronics,806,Bitcoin,1:00 PM
North,Groceries,549,Cash,6:00 PM
South,Clothing,415,Debit Card,7:00 PM
North,Furniture,389,Bitcoin,9:00 PM
North,Furniture,907,Credit Card,12:00 PM
North,Groceries,384,Debit Card,9:00 PM
West,Electronics,632,PayPal,11:00 AM
North,Furniture,376,Bitcoin,9:00 AM
West,Groceries,163,Debit Card,12:00 PM
North,Electronics,846,Debit Card,5:00 PM
North,Groceries,968,Bitcoin,9:00 AM
North,Electronics,467,PayPal,3:00 PM
South,Toys,517,PayPal,11:00 AM
West,Electronics,192,Debit Card,4:00 PM
West,Clothing,658,Cash,2:00 PM
North,Toys,358,Debit Card,9:00 PM
North,Groceries,450,Bitcoin,9:00 AM
South,Toys,369,Bitcoin,6:00 PM
South,Toys,261,Bitcoin,1:00 PM
South,Groceries,366,PayPal,8:00 PM
West,Groceries,234,Credit Card,9:00 PM
West,Clothing,254,Bitcoin,4:00 PM
West,Groceries,413,Bitcoin,7:00 PM
North,Furniture,265,Cash,11:00 AM
West,Furniture,295,Cash,8:00 PM
East,Clothing,288,Debit Card,8:00 PM
East,Electronics,854,Debit Card,12:00 PM
South,Electronics,440,Debit Card,3:00 PM
West,Furniture,569,Bitcoin,7:00 PM
East,Groceries,639,Cash,2:00 PM
South,Clothing,885,Debit Card,3:00 PM
West,Electronics,326,Cash,9:00 PM
North,Electronics,251,Bitcoin,5:00 PM
East,Toys,263,Bitcoin,5:00 PM
North,Furniture,655,Debit Card,10:00 AM
West,Groceries,527,Bitcoin,11:00 AM
East,Clothing,557,Bitcoin,12:00 PM
West,Electronics,124,Cash,2:00 PM
North,Toys,718,Credit Card,1:00 PM
East,Furniture,714,PayPal,2:00 PM
North,Furniture,191,Debit Card,7:00 PM
West,Clothing,639,Credit Card,4:00 PM
West,Electronics,371,Debit Card,10:00 AM
North,Clothing,743,Credit Card,2:00 PM
East,Clothing,510,Bitcoin,5:00 PM
North,Toys,756,Debit Card,1:00 PM
West,Furniture,719,Credit Card,9:00 AM
North,Groceries,195,PayPal,9:00 PM
West,Furniture,103,Bitcoin,4:00 PM
North,Furniture,405,Debit Card,12:00 PM
East,Toys,326,Debit Card,4:00 PM
East,Groceries,870,Credit Card,9:00 PM
North,Electronics,644,Debit Card,12:00 PM
North,Groceries,449,Bitcoin,7:00 PM
East,Electronics,717,Cash,4:00 PM
West,Groceries,565,Credit Card,5:00 PM
East,Clothing,548,PayPal,1:00 PM
West,Groceries,360,Debit Card,1:00 PM
North,Toys,320,Bitcoin,10:00 AM
North,Electronics,625,Debit Card,5:00 PM
West,Furniture,498,PayPal,7:00 PM
North,Toys,161,Bitcoin,12:00 PM
West,Electronics,288,PayPal,11:00 AM
South,Electronics,193,Bitcoin,10:00 AM
East,Furniture,423,Cash,11:00 AM
South,Clothing,69,Bitcoin,12:00 PM
West,Toys,625,PayPal,5:00 PM
East,Furniture,338,Credit Card,2:00 PM
West,Furniture,642,Cash,6:00 PM
East,Clothing,246,Debit Card,1:00 PM
East,Toys,431,Cash,9:00 PM
East,Furniture,630,Cash,5:00 PM
East,Clothing,747,Debit Card,4:00 PM
West,Toys,728,Bitcoin,2:00 PM
East,Groceries,766,Cash,11:00 AM
East,Electronics,541,Cash,3:00 PM
South,Clothing,213,Credit Card,9:00 PM
North,Electronics,655,Credit Card,6:00 PM
North,Groceries,298,PayPal,2:00 PM
South,Furniture,117,Debit Card,8:00 PM
South,Furniture,904,Bitcoin,7:00 PM
West,Toys,70,Bitcoin,4:00 PM
West,Clothing,880,PayPal,8:00 PM
West,Clothing,561,Bitcoin,2:00 PM
South,Toys,646,Bitcoin,7:00 PM
South,Electronics,439,Credit Card,6:00 PM
East,Furniture,585,Bitcoin,12:00 PM
West,Furniture,160,Bitcoin,6:00 PM
West,Clothing,998,PayPal,8:00 PM
West,Clothing,912,PayPal,3:00 PM
North,Toys,644,Cash,3:00 PM
East,Groceries,919,Bitcoin,7:00 PM
West,Electronics,509,Bitcoin,4:00 PM
West,Groceries,127,Bitcoin,10:00 AM
West,Groceries,483,Credit Card,7:00 PM
North,Clothing,429,Bitcoin,2:00 PM
North,Clothing,701,Credit Card,11:00 AM
South,Clothing,489,Cash,4:00 PM
East,Groceries,937,Debit Card,12:00 PM
South,Electronics,832,Bitcoin,12:00 PM
East,Clothing,388,PayPal,10:00 AM
North,Furniture,473,PayPal,9:00 PM
West,Electronics,218,Bitcoin,2:00 PM
South,Furniture,758,Credit Card,2:00 PM
West,Electronics,311,PayPal,9:00 AM
South,Clothing,776,PayPal,8:00 PM
North,Toys,628,Cash,4:00 PM
North,Clothing,278,Cash,11:00 AM
North,Groceries,210,Cash,9:00 AM
South,Groceries,476,PayPal,6:00 PM
East,Electronics,171,PayPal,9:00 AM
South,Groceries,198,Bitcoin,9:00 AM
East,Clothing,901,Bitcoin,1:00 PM
South,Furniture,754,Credit Card,1:00 PM
South,Clothing,792,PayPal,9:00 AM
North,Electronics,160,Bitcoin,1:00 PM
West,Groceries,706,Bitcoin,3:00 PM
West,Furniture,270,Cash,1:00 PM
East,Toys,953,Cash,5:00 PM
West,Furniture,113,Cash,12:00 PM
South,Furniture,687,Debit Card,9:00 PM
South,Clothing,779,Bitcoin,5:00 PM
North,Toys,845,Cash,8:00 PM
North,Electronics,403,Cash,4:00 PM
West,Electronics,523,PayPal,9:00 PM
East,Furniture,958,Cash,9:00 AM
West,Furniture,797,PayPal,9:00 PM
West,Groceries,534,Credit Card,12:00 PM
West,Toys,62,Cash,3:00 PM
West,Furniture,983,PayPal,9:00 AM
South,Groceries,202,Cash,8:00 PM
East,Toys,288,Credit Card,4:00 PM
South,Electronics,239,Cash,7:00 PM
East,Groceries,712,PayPal,10:00 AM
North,Toys,135,Credit Card,4:00 PM
West,Groceries,70,Credit Card,7:00 PM
South,Furniture,743,Credit Card,9:00 PM
East,Clothing,368,Debit Card,12:00 PM
North,Electronics,207,PayPal,4:00 PM
North,Furniture,530,Debit Card,9:00 AM
West,Furniture,928,Credit Card,8:00 PM
East,Toys,125,Debit Card,1:00 PM
South,Groceries,378,Cash,5:00 PM
West,Electronics,465,Debit Card,3:00 PM
South,Furniture,252,Bitcoin,11:00 AM
North,Toys,278,Credit Card,12:00 PM
South,Electronics,201,Credit Card,6:00 PM
South,Groceries,824,PayPal,3:00 PM
West,Furniture,121,Cash,2:00 PM
South,Furniture,274,PayPal,9:00 PM
West,Furniture,522,Debit Card,9:00 PM
North,Electronics,946,Bitcoin,12:00 PM
West,Electronics,692,Bitcoin,11:00 AM
West,Electronics,409,Bitcoin,7:00 PM
East,Electronics,589,Bitcoin,10:00 AM
South,Toys,860,Cash,6:00 PM
North,Clothing,658,Debit Card,8:00 PM
West,Toys,95,Bitcoin,5:00 PM
North,Furniture,50,Credit Card,11:00 AM
East,Toys,727,Debit Card,3:00 PM
South,Groceries,294,Cash,9:00 AM
West,Electronics,268,Bitcoin,4:00 PM
South,Groceries,663,Cash,9:00 AM
East,Groceries,340,Bitcoin,8:00 PM
East,Furniture,507,Credit Card,10:00 AM
North,Electronics,253,Debit Card,9:00 AM
West,Groceries,251,Credit Card,12:00 PM
North,Furniture,615,Bitcoin,10:00 AM
East,Electronics,531,PayPal,9:00 AM
South,Clothing,841,Debit Card,9:00 AM
North,Furniture,560,Cash,10:00 AM
North,Toys,973,Bitcoin,2:00 PM
South,Electronics,327,Credit Card,10:00 AM
North,Groceries,65,PayPal,9:00 PM
South,Groceries,574,Bitcoin,9:00 PM
West,Toys,405,Cash,8:00 PM
South,Toys,405,Credit Card,8:00 PM
West,Groceries,879,Debit Card,7:00 PM
South,Electronics,988,PayPal,9:00 PM
East,Furniture,648,Bitcoin,10:00 AM
East,Toys,127,Bitcoin,4:00 PM
West,Toys,977,Bitcoin,1:00 PM
West,Toys,116,Bitcoin,4:00 PM
East,Clothing,908,Credit Card,8:00 PM
West,Electronics,772,Debit Card,8:00 PM
South,Electronics,263,Cash,4:00 PM
South,Electronics,746,PayPal,8:00 PM
East,Electronics,498,Bitcoin,10:00 AM
North,Electronics,482,Bitcoin,3:00 PM
South,Groceries,594,Debit Card,5:00 PM
West,Toys,164,Debit Card,8:00 PM
North,Groceries,836,Credit Card,4:00 PM
North,Clothing,469,Credit Card,9:00 PM
South,Furniture,548,Credit Card,5:00 PM
South,Toys,759,PayPal,9:00 PM
North,Clothing,429,Credit Card,4:00 PM
North,Groceries,192,Bitcoin,12:00 PM
East,Furniture,789,Credit Card,6:00 PM
West,Clothing,681,PayPal,3:00 PM
East,Furniture,914,Credit Card,5:00 PM
South,Clothing,73,Credit Card,5:00 PM
East,Groceries,588,Bitcoin,12:00 PM
East,Furniture,994,Bitcoin,3:00 PM
East,Clothing,124,Bitcoin,2:00 PM
East,Groceries,802,Credit Card,8:00 PM
West,Toys,584,Bitcoin,8:00 PM
West,Groceries,722,Debit Card,11:00 AM
North,Groceries,90,Cash,6:00 PM
South,Toys,799,Cash,2:00 PM
East,Groceries,800,Bitcoin,4:00 PM
North,Toys,617,PayPal,10:00 AM
North,Toys,462,Bitcoin,8:00 PM
North,Toys,464,Bitcoin,11:00 AM
West,Clothing,498,Credit Card,4:00 PM
East,Furniture,659,PayPal,12:00 PM
East,Clothing,707,Bitcoin,12:00 PM
South,Toys,823,Debit Card,10:00 AM
East,Furniture,485,Cash,7:00 PM
East,Furniture,601,Debit Card,6:00 PM
North,Toys,754,Debit Card,8:00 PM
South,Furniture,288,Debit Card,9:00 PM
East,Furniture,91,PayPal,9:00 AM
West,Clothing,783,PayPal,3:00 PM
East,Furniture,757,PayPal,12:00 PM
North,Toys,849,Cash,2:00 PM
West,Electronics,59,Credit Card,4:00 PM
North,Electronics,796,Bitcoin,7:00 PM
